Player,Team,Season,SeasonType,Games,Min,Pts,OReb,Dreb,Reb,Ast,Stl,Blk,TO,PF,FGM,FGA,FGPer,3PTM,3PTA,3PTPer,FTM,FTA,FTPer
Greg Buckner,Grizzlies,2008-2009,REG,63,13.93,2.46,0.51,1.56,2.06,0.9,0.46,0.13,0.6,1.71,0.97,2.52,0.384,0.21,0.81,0.255,0.32,0.4,0.8
Etan Thomas,Hawks,2010-2011,REG,13,6.31,2.46,0.46,1.31,1.77,0.15,0.08,0.31,0.38,0.85,0.77,1.62,0.476,0,0,0,0.92,1.15,0.8
Lorenzo Brown,76ers,2013-2014,REG,26,8.61,2.46,0.31,0.77,1.08,1.58,0.5,0.12,0.62,0.73,1,3.31,0.302,0.12,1.15,0.1,0.35,0.5,0.692
Darrell Armstrong,Nets,2007-2008,REG,50,10.97,2.46,0.34,1,1.34,1.46,0.56,0.04,0.82,1.06,0.8,2.2,0.364,0.46,1.38,0.333,0.4,0.6,0.667
Chris Duhon,Magic,2010-2011,REG,51,15.18,2.45,0.18,0.84,1.02,2.31,0.31,0.04,1.2,0.59,0.96,2.53,0.38,0.25,1.02,0.25,0.27,0.49,0.56
Eldridge Recasner,Hornets,2000-2001,REG,42,9.51,2.45,0.31,0.88,1.19,0.93,0.14,0.02,0.6,0.69,0.9,2.71,0.333,0.31,0.93,0.333,0.33,0.43,0.778
Sasha Pavlovic,"Mavericks, Hornets, Celtics",2010-2011,REG,31,11.68,2.45,0.03,1,1.03,0.52,0.32,0.23,0.39,1.1,0.94,2.32,0.403,0.39,1,0.387,0.19,0.32,0.6
Duane Causwell,Heat,2000-2001,REG,31,12.37,2.45,0.74,1.94,2.68,0.16,0.26,0.58,0.74,2.16,1.03,2.74,0.376,0,0,0,0.39,0.81,0.48
Meyers Leonard,Trail Blazers,2013-2014,REG,40,8.88,2.45,0.65,2.13,2.78,0.45,0.18,0.13,0.38,1.9,1.03,2.28,0.451,0,0.15,0,0.4,0.53,0.762
Eric Piatkowski,Suns,2006-2007,REG,11,6.62,2.45,0.18,0.64,0.82,0.36,0,0.09,0.45,0.55,0.82,2.27,0.36,0.64,1.64,0.389,0.18,0.18,1
Festus Ezeli,Warriors,2012-2013,REG,78,14.36,2.45,1.81,2.21,4.01,0.28,0.29,0.95,0.81,2.01,0.95,2.17,0.438,0,0,0,0.55,1.04,0.531
Jahidi White,Wizards,1998-1999,REG,20,9.55,2.45,1.15,1.75,2.9,0.05,0.15,0.55,0.8,1.95,0.85,1.6,0.531,0,0,0,0.75,1.75,0.429
Anthony Johnson,"Hawks, Cavaliers",2000-2001,REG,53,9.63,2.45,0.19,0.64,0.83,1.47,0.43,0.11,0.64,1.17,1,2.87,0.349,0.02,0.09,0.2,0.43,0.62,0.697
Andre Brown,SuperSonics,2006-2007,REG,38,7.13,2.45,0.68,1.26,1.95,0.05,0.16,0.11,0.76,0.68,1.11,1.95,0.568,0,0.03,0,0.24,0.39,0.6
Ryan Hollins,Bobcats,2007-2008,REG,60,8.86,2.45,0.88,0.9,1.78,0.23,0.17,0.5,0.42,1.6,0.77,1.57,0.489,0,0,0,0.92,1.37,0.671
Paul Davis,Clippers,2007-2008,REG,22,8.82,2.45,1.14,1,2.14,0.45,0.27,0.27,0.41,1.5,1.09,2.95,0.369,0,0,0,0.27,0.45,0.6
Lou Amundson,Pacers,2011-2012,POFF,11,8.57,2.45,0.55,1.55,2.09,0.18,0.18,0.45,0.36,1.45,1.09,2.09,0.522,0,0,0,0.27,0.55,0.5
Elmer Bennett,"Rockets, Nuggets",1996-1997,REG,9,8.33,2.44,0,0.44,0.44,1.22,0.44,0,1.11,0.78,0.67,2.11,0.316,0.33,1,0.333,0.78,1.11,0.7
Darvin Ham,"Nuggets, Pacers",1996-1997,REG,34,9.29,2.44,0.85,0.79,1.65,0.41,0.26,0.24,0.65,1.68,0.97,1.79,0.541,0,0,0,0.5,1.03,0.486
Devean George,Lakers,1999-2000,POFF,9,4.92,2.44,0.44,0.67,1.11,0.22,0.11,0,0.33,0.56,0.78,2.11,0.368,0.22,1.11,0.2,0.67,1.22,0.545
Devin Harris,Mavericks,2004-2005,POFF,9,8.76,2.44,0,1.22,1.22,1.22,0.44,0.11,1.11,0.56,0.78,1.78,0.438,0.22,0.67,0.333,0.67,1,0.667
Ryan Hollins,"Bobcats, Mavericks",2008-2009,POFF,9,9.31,2.44,1,1.67,2.67,0.11,0.11,0.44,0.44,2.44,0.89,1.56,0.571,0,0,0,0.67,1.11,0.6
Jaren Jackson,Spurs,2000-2001,REG,16,7.19,2.44,0.06,0.69,0.75,0.44,0.31,0,0.19,0.81,1,2.5,0.4,0.44,1.13,0.389,0,0.13,0
Mark Pope,Bucks,2000-2001,REG,62,15.19,2.44,0.9,1.47,2.37,0.61,0.26,0.42,0.27,2.26,1,2.29,0.437,0.08,0.39,0.208,0.35,0.56,0.629
Walter McCarty,Clippers,2005-2006,REG,36,9.81,2.44,0.42,1.47,1.89,0.64,0.22,0.14,0.53,1.44,0.92,2.75,0.333,0.28,1.25,0.222,0.33,0.58,0.571
Eric Piatkowski,Suns,2007-2008,REG,16,7.04,2.44,0.06,0.69,0.75,0.63,0,0.06,0.38,0.69,0.75,2.06,0.364,0.69,1.63,0.423,0.25,0.25,1
Juwan Howard,Heat,2010-2011,REG,57,10.38,2.44,0.63,1.51,2.14,0.4,0.18,0.07,0.44,1.07,0.96,2.19,0.44,0,0,0,0.51,0.61,0.829
Marcus Landry,"Knicks, Celtics",2009-2010,REG,18,6.15,2.44,0.28,0.78,1.06,0,0.06,0.11,0.33,0.78,0.89,2.39,0.372,0.5,1.56,0.321,0.17,0.28,0.6
Gigi Datome,Pistons,2013-2014,REG,34,6.99,2.44,0.41,0.94,1.35,0.32,0.18,0.03,0.32,0.59,1,2.85,0.351,0.21,1.15,0.179,0.24,0.29,0.8
Sean Singletary,"Suns, Bobcats",2008-2009,REG,37,8.19,2.43,0.27,0.68,0.95,0.78,0.3,0,0.62,1.22,0.84,2.3,0.365,0.27,0.68,0.4,0.49,0.57,0.857
Sergey Karasev,Nets,2015-2016,REG,40,9.99,2.43,0.2,1.25,1.45,0.88,0.15,0.05,0.55,0.68,0.75,1.85,0.405,0.28,0.93,0.297,0.65,0.7,0.929
Christian Eyenga,"Cavaliers, Lakers",2011-2012,REG,7,14.65,2.43,0.57,1.43,2,0.71,0.43,0.71,0.43,1,0.86,3.57,0.24,0.14,0.43,0.333,0.57,1.14,0.5
Will Perdue,Spurs,1998-1999,REG,37,12.09,2.43,0.89,2.84,3.73,0.49,0.24,0.27,0.59,1.7,1.03,1.62,0.633,0,0,0,0.38,0.7,0.538
Calvin Booth,"Mavericks, Bucks",2004-2005,REG,51,8.91,2.43,0.57,1.53,2.1,0.16,0.29,0.55,0.31,1.53,0.96,2.12,0.454,0,0.02,0,0.51,0.63,0.812
Dwayne Schintzius,Clippers,1996-1997,REG,14,8.29,2.43,0.64,0.93,1.57,0.29,0.07,0.64,0.5,1.57,0.93,2.57,0.361,0.07,0.14,0.5,0.5,0.57,0.875
Dahntay Jones,Pacers,2011-2012,POFF,7,8.3,2.43,0.57,0.43,1,0.43,0.14,0,0.43,1.57,0.57,2.57,0.222,0.29,1.29,0.222,1,1,1
Moochie Norris,"Knicks, Rockets",2004-2005,REG,37,9.65,2.43,0.27,0.97,1.24,1.05,0.49,0.05,0.73,1.19,0.95,2.89,0.327,0,0.32,0,0.54,0.65,0.833
Lindsey Hunter,Pistons,2003-2004,POFF,23,11.6,2.43,0.22,1.22,1.43,0.91,0.78,0.17,0.57,1.83,0.83,2.83,0.292,0.3,1.3,0.233,0.48,0.52,0.917
Greg Ostertag,Jazz,2005-2006,REG,60,13.45,2.43,1.37,2.38,3.75,0.97,0.1,1.1,0.77,2.15,1.02,2.07,0.492,0,0,0,0.4,0.8,0.5
Brevin Knight,Jazz,2008-2009,REG,74,12.67,2.43,0.18,1.01,1.19,2.57,0.92,0.05,0.89,1.32,0.89,2.55,0.349,0,0.08,0,0.65,0.86,0.75
Al Harrington,Wizards,2013-2014,POFF,7,8.48,2.43,0.14,2.14,2.29,0,0.57,0,0.57,2,0.86,2.14,0.4,0,1,0,0.71,1,0.714
Kiwane Garris,Nuggets,1997-1998,REG,28,8.02,2.43,0.11,0.57,0.68,1,0.25,0.04,0.54,0.79,0.79,2.32,0.338,0.18,0.5,0.357,0.68,0.89,0.76
Jamel Thomas,"Celtics, Warriors",1999-2000,REG,7,6.57,2.43,0.14,0.57,0.71,0.86,0.14,0,0.71,0.29,1.14,2.57,0.444,0,0.43,0,0.14,0.14,1
Lindsey Hunter,Pistons,2007-2008,REG,24,8.97,2.42,0.17,0.38,0.54,1.38,0.54,0.08,0.54,1.25,0.92,2.67,0.344,0.29,1.08,0.269,0.29,0.38,0.778
Gerald Brown,Suns,1998-1999,REG,33,7.19,2.42,0.15,0.52,0.67,0.94,0.15,0.03,0.67,0.64,1,2.7,0.371,0.09,0.3,0.3,0.33,0.42,0.786
Pops Mensah-Bonsu,Mavericks,2006-2007,REG,12,5.94,2.42,0.75,1,1.75,0,0.08,0,0.75,0.67,0.92,1.42,0.647,0,0,0,0.58,1.5,0.389
Jarell Eddie,Wizards,2015-2016,REG,26,5.64,2.42,0.08,0.81,0.88,0.19,0.19,0.04,0.04,0.19,0.77,2.5,0.308,0.58,1.81,0.319,0.31,0.31,1
Luke Walton,Lakers,2003-2004,REG,72,10.01,2.42,0.54,1.22,1.76,1.57,0.39,0.11,0.61,0.97,0.9,2.13,0.425,0.18,0.54,0.333,0.43,0.61,0.705
Marcus Williams,Nets,2006-2007,POFF,12,6.48,2.42,0.25,0.58,0.83,1.08,0.08,0,1,0.33,1,3,0.333,0.08,1.08,0.077,0.33,0.42,0.8
Josh McRoberts,Pacers,2008-2009,REG,33,8.47,2.42,0.79,1.45,2.24,0.48,0.36,0.48,0.36,1.24,1.06,2.52,0.422,0,0.3,0,0.3,0.39,0.769
Sean Williams,Nets,2008-2009,REG,33,11.1,2.42,1.03,1.36,2.39,0.39,0.21,0.88,0.61,2.18,0.91,2.18,0.417,0,0,0,0.61,0.97,0.625
Dee Brown,"Wizards, Suns",2008-2009,REG,19,13.75,2.42,0.37,1.16,1.53,1.89,0.53,0,0.89,1.47,0.95,2.58,0.367,0.37,1.26,0.292,0.16,0.26,0.6
Darius Morris,Lakers,2011-2012,REG,19,8.92,2.42,0.11,0.74,0.84,1.11,0.11,0,1,0.84,0.95,2.21,0.429,0.21,0.47,0.444,0.32,0.47,0.667
Hasheem Thabeet,Thunder,2012-2013,REG,66,11.66,2.42,1.05,1.91,2.95,0.17,0.45,0.91,0.62,2.24,0.97,1.61,0.604,0,0,0,0.48,0.8,0.604
DJ White,Celtics,2012-2013,REG,12,7.16,2.42,0.33,0.75,1.08,0.33,0.08,0.5,0.17,0.42,1,1.92,0.522,0,0,0,0.42,0.75,0.556
George Zidek,"Nuggets, SuperSonics",1997-1998,REG,12,5.31,2.42,0.33,1.08,1.42,0.17,0,0.17,0.33,0.83,0.58,2.42,0.241,0.08,0.17,0.5,1.17,1.33,0.875
Jason Caffey,Bulls,1996-1997,POFF,17,10.39,2.41,1.47,1,2.47,0.88,0.18,0.18,0.71,1.59,0.88,1.94,0.455,0,0,0,0.65,0.82,0.786
Tamar Slay,Nets,2003-2004,REG,22,7.2,2.41,0.45,0.68,1.14,0.64,0.32,0.05,0.5,0.91,0.95,2.73,0.35,0.18,0.55,0.333,0.32,0.64,0.5
Duane Causwell,Heat,1997-1998,REG,37,9.83,2.41,0.78,1.89,2.68,0.14,0.19,0.73,0.49,1.97,1,2.41,0.416,0,0,0,0.41,0.7,0.577
Keith Askins,Heat,1997-1998,REG,46,14.8,2.41,0.61,1.59,2.2,0.63,0.59,0.26,0.57,2.33,0.85,2.65,0.32,0.46,1.61,0.284,0.26,0.41,0.632
Antonio Harvey,Trail Blazers,1999-2000,REG,17,7.84,2.41,0.47,1.41,1.88,0.24,0.06,0.35,0.71,1.18,1,1.76,0.567,0,0,0,0.41,0.71,0.583
KJ McDaniels,Rockets,2015-2016,REG,37,6.36,2.41,0.43,0.7,1.14,0.27,0.19,0.16,0.46,0.81,0.78,1.95,0.403,0.19,0.68,0.28,0.65,0.81,0.8
Lamar Patterson,Hawks,2015-2016,REG,35,11.44,2.4,0.11,1.31,1.43,1.11,0.26,0.06,0.66,1.29,0.8,2.29,0.35,0.34,1.4,0.245,0.46,0.63,0.727
Steve Novak,"Thunder, Bucks",2015-2016,REG,10,4.43,2.4,0,0.5,0.5,0,0,0,0.1,0.3,0.8,1.8,0.444,0.7,1.5,0.467,0.1,0.1,1
Nate Driggers,Celtics,1996-1997,REG,15,8.87,2.4,0.8,0.67,1.47,0.4,0.2,0.13,0.4,0.67,0.87,2.87,0.302,0,0.6,0,0.67,0.93,0.714
Dragan Tarlac,Bulls,2000-2001,REG,43,13.94,2.4,0.86,1.98,2.84,0.72,0.16,0.44,0.88,2.21,0.91,2.3,0.394,0,0,0,0.58,0.77,0.758
Speedy Claxton,76ers,2001-2002,POFF,5,9.84,2.4,0.2,0,0.2,2.8,1,0,0.6,1.6,0.8,2.4,0.333,0,0.2,0,0.8,1.2,0.667
Eduardo Najera,Mavericks,2003-2004,POFF,5,11.21,2.4,2,1.4,3.4,0.6,0.6,0.4,0.4,2.4,1,2.2,0.455,0,0,0,0.4,0.4,1
Rodney Buford,Kings,2003-2004,POFF,5,6.13,2.4,0,1,1,0.6,0.4,0,0,0.4,1,2.4,0.417,0.2,0.6,0.333,0.2,0.4,0.5
Steve Novak,Knicks,2011-2012,POFF,5,18.94,2.4,0.6,2.4,3,0,0,0.2,0.6,1.4,0.8,1.8,0.444,0.8,1.4,0.571,0,0,0
Art Long,"76ers, Raptors",2002-2003,REG,25,8.41,2.4,0.84,1.56,2.4,0.24,0.2,0.44,0.8,1.4,1.12,3,0.373,0.08,0.12,0.667,0.08,0.4,0.2
Darvin Ham,Hawks,2002-2003,REG,75,12.33,2.4,0.97,1.07,2.04,0.51,0.21,0.25,0.87,1.69,0.95,2.12,0.447,0,0.04,0,0.51,1.05,0.481
Eric Montross,Raptors,2001-2002,REG,48,13.66,2.4,0.75,2.17,2.92,0.33,0.25,0.48,0.52,1.92,1.1,2.75,0.402,0,0.02,0,0.19,0.6,0.31
Jason Collins,Hawks,2011-2012,POFF,5,17.05,2.4,0.8,1.6,2.4,0,0.2,0,2,3.2,1.2,2.2,0.545,0,0,0,0,0,0
Quentin Richardson,Magic,2011-2012,POFF,5,14.82,2.4,0,4.4,4.4,0.4,0.2,0,1.2,1.2,1,3,0.333,0.4,1.4,0.286,0,0,0
Kevin Willis,Mavericks,2006-2007,REG,5,8.52,2.4,0.4,1.2,1.6,0.2,0.4,0.2,0.4,2.2,1,2.6,0.385,0,0,0,0.4,0.4,1
Tony Battie,Nets,2009-2010,REG,15,8.92,2.4,0.27,1.27,1.53,0.2,0.27,0.13,0.2,1.27,0.93,2.67,0.35,0.07,0.27,0.25,0.47,0.67,0.7
Monty Williams,Spurs,1997-1998,POFF,5,5.81,2.4,0.4,0.8,1.2,0.2,0,0,0.8,0.4,1,1.6,0.625,0,0,0,0.4,0.6,0.667
Victor Claver,Trail Blazers,2014-2015,REG,10,7.6,2.4,0.3,1.7,2,0.1,0.1,0.1,0.4,1.2,0.9,2,0.45,0.6,1.1,0.545,0,0,0
Rick Mahorn,Pistons,1997-1998,REG,59,12.04,2.39,1.1,2.2,3.31,0.25,0.24,0.12,0.63,2.08,1,2.19,0.457,0,0,0,0.39,0.58,0.676
Chris Dudley,Knicks,1998-1999,POFF,18,16.31,2.39,1.5,3.06,4.56,0.28,0.5,0.44,0.5,3.5,0.89,2.11,0.421,0,0,0,0.61,1.56,0.393
Ronnie Price,Magic,2013-2014,REG,31,12.16,2.39,0.26,1.13,1.39,2.13,0.81,0.06,0.84,1.61,0.9,2.97,0.304,0.29,1.39,0.209,0.29,0.42,0.692
Greg Smith,Timberwolves,2015-2016,REG,18,10.66,2.39,0.67,1.67,2.33,0.33,0.22,0.06,0.39,1.56,1,1.78,0.562,0,0,0,0.39,0.94,0.412
Adam Morrison,Lakers,2009-2010,REG,31,7.77,2.39,0.32,0.71,1.03,0.58,0.1,0.06,0.32,0.55,1.03,2.74,0.376,0.16,0.68,0.238,0.16,0.26,0.625
Haywoode Workman,"Bucks, Raptors",1999-2000,REG,36,9.45,2.39,0.03,0.69,0.72,1.69,0.56,0,0.5,1.03,0.86,2.5,0.344,0.39,1.19,0.326,0.28,0.42,0.667
Jason Sasser,"Spurs, Mavericks",1996-1997,REG,8,8.63,2.38,0.13,0.88,1,0.25,0.38,0,0.25,1.38,1.13,2.88,0.391,0.13,0.38,0.333,0,0,0
Erick Barkley,Trail Blazers,2000-2001,REG,8,4.73,2.38,0,0.38,0.38,0.75,0.25,0,0.63,0.25,1,2.75,0.364,0.38,1,0.375,0,0,0
Chris Garner,Warriors,2000-2001,REG,8,18.56,2.38,0.25,1.25,1.5,2.25,0.88,0.13,1.13,2.25,0.88,4.63,0.189,0,0.88,0,0.63,0.75,0.833
Jermaine Jackson,Raptors,2001-2002,REG,24,11.54,2.38,0.13,1,1.13,2.38,0.38,0.04,0.58,1,0.83,1.75,0.476,0.04,0.08,0.501,0.67,1,0.667
Ronnie Brewer,Jazz,2006-2007,POFF,8,5.17,2.38,0.25,0.5,0.75,0.25,0.13,0,0.25,0.38,0.75,1.25,0.6,0,0,0,0.88,1.63,0.538
Garrett Temple,"Spurs, Bucks, Bobcats",2010-2011,REG,24,9.59,2.38,0.04,0.92,0.96,1.33,0.46,0.25,0.96,1,0.83,2.83,0.294,0.42,1.54,0.27,0.29,0.71,0.412
Trey Thompkins,Clippers,2011-2012,REG,24,4.96,2.38,0.17,0.83,1,0.13,0.13,0.13,0.25,0.42,1,2.54,0.393,0.17,0.54,0.308,0.21,0.29,0.714
Tremaine Fowlkes,Pacers,2004-2005,REG,8,6.68,2.38,0.38,0.63,1,0,0.25,0,0.63,0.88,1.13,2.13,0.529,0.13,0.38,0.333,0,0.25,0
Luke Walton,Lakers,2009-2010,REG,29,9.37,2.38,0.41,0.9,1.31,1.38,0.34,0.03,0.41,0.66,1.03,2.9,0.357,0.24,0.59,0.412,0.07,0.14,0.5
Matt Bonner,Spurs,2011-2012,POFF,13,12.71,2.38,0.15,1.77,1.92,0.69,0.15,0.31,0.23,1.85,0.77,2.46,0.312,0.62,1.77,0.348,0.23,0.38,0.6
Felton Spencer,Warriors,1997-1998,REG,68,11.95,2.38,1.37,1.96,3.32,0.25,0.34,0.54,0.72,2.57,0.87,1.9,0.457,0,0,0,0.65,1.16,0.557
Michael Doleac,Timberwolves,2007-2008,REG,24,10.71,2.38,0.67,1.38,2.04,0.29,0.42,0.42,0.5,1.83,1.17,2.63,0.444,0,0,0,0.04,0.08,0.501
Jim McIlvaine,Nets,1999-2000,REG,66,15.88,2.38,1.61,1.88,3.48,0.55,0.39,1.77,0.58,3.11,0.97,2.33,0.416,0,0,0,0.44,0.85,0.518
Jeremy Evans,Jazz,2014-2015,REG,38,6.99,2.37,0.68,1.18,1.87,0.34,0.29,0.32,0.13,0.76,0.84,1.53,0.552,0.05,0.13,0.4,0.63,0.76,0.828
Lorenzo Williams,Bullets,1996-1997,REG,19,13.95,2.37,1.47,2.16,3.63,0.21,0.32,0.42,0.95,2.58,1.05,1.63,0.645,0,0,0,0.26,0.37,0.714
Ish Smith,"Magic, Bucks",2012-2013,REG,52,9.93,2.37,0.23,0.94,1.17,1.67,0.4,0.17,0.71,0.5,1.08,3.06,0.352,0.15,0.52,0.296,0.06,0.13,0.429
Ryan Hollins,Bobcats,2006-2007,REG,27,6.86,2.37,0.41,0.74,1.15,0.04,0.15,0.26,0.59,1.48,0.74,1.33,0.556,0,0,0,0.89,1.48,0.6
Jeremy Evans,Mavericks,2015-2016,REG,30,8.38,2.37,0.37,1.43,1.8,0.07,0.2,0.3,0.23,0.63,0.87,1.6,0.542,0.13,0.53,0.25,0.5,0.7,0.714
James Thomas,"Trail Blazers, Hawks",2004-2005,REG,11,10.33,2.36,1.55,1.82,3.36,0.36,0.36,0.36,0.64,1.18,1.09,1.82,0.6,0,0,0,0.18,0.55,0.333
Jose Juan Barea,Mavericks,2006-2007,REG,33,5.8,2.36,0.21,0.55,0.76,0.73,0.03,0.03,0.42,0.58,0.85,2.36,0.359,0.18,0.64,0.286,0.48,0.73,0.667
Chris Johnson,"Trail Blazers, Celtics",2010-2011,REG,14,9.92,2.36,0.86,1.43,2.29,0.21,0.21,0.64,0.71,1.5,0.64,1.5,0.429,0,0,0,1.07,1.43,0.75
Tyler Hansbrough,Hornets,2015-2016,REG,44,7.79,2.36,0.91,1.11,2.02,0.18,0.27,0.16,0.27,1.25,0.73,1.61,0.451,0.05,0.07,0.667,0.86,1.48,0.585
Damon Jones,Cavaliers,2006-2007,POFF,11,12.66,2.36,0.09,0.73,0.82,1,0,0,0,0.91,0.73,2.36,0.308,0.64,2,0.318,0.27,0.27,1
Solomon Alabi,Raptors,2011-2012,REG,14,8.73,2.36,1.07,2.29,3.36,0.21,0.14,0.64,0.36,0.79,0.93,2.57,0.361,0,0,0,0.5,0.57,0.875
Marcus Morris,Rockets,2011-2012,REG,17,7.39,2.35,0.29,0.65,0.94,0.18,0.12,0.12,0.24,0.71,0.94,3.18,0.296,0.12,1,0.118,0.35,0.47,0.75
Lou Roe,Warriors,1996-1997,REG,17,6.18,2.35,0.41,0.41,0.82,0.35,0.18,0.06,0.65,0.59,0.82,2.82,0.292,0.18,0.65,0.273,0.53,1.12,0.474
Sean Marks,Heat,2002-2003,REG,23,9.76,2.35,0.35,1.17,1.52,0.13,0.22,0.26,0.61,1.61,0.96,2.57,0.373,0,0.04,0,0.43,0.65,0.667
Ish Smith,"Rockets, Grizzlies",2010-2011,REG,43,10.27,2.35,0.16,0.93,1.09,1.84,0.42,0.05,0.79,0.86,1,2.67,0.374,0.07,0.23,0.3,0.28,0.49,0.571
Gal Mekel,Mavericks,2013-2014,REG,31,9.41,2.35,0.16,0.71,0.87,2.03,0.13,0.03,1,1,0.97,2.77,0.349,0.16,0.65,0.25,0.26,0.39,0.667
DeSagana Diop,Mavericks,2005-2006,REG,81,18.64,2.35,1.79,2.83,4.62,0.28,0.54,1.8,0.44,3.12,0.93,1.9,0.487,0.01,0.02,0.498,0.48,0.89,0.542
DeSagana Diop,Mavericks,2006-2007,REG,81,18.27,2.35,2.05,3.36,5.41,0.37,0.49,1.4,0.78,3.01,0.88,1.86,0.47,0,0.01,0,0.59,1.06,0.558
Jeff Sheppard,Hawks,1998-1999,REG,17,10.79,2.35,0.35,0.94,1.29,0.94,0.18,0,0.41,0.71,0.88,2.29,0.385,0.12,0.41,0.286,0.47,0.76,0.615
Bo Outlaw,Magic,2005-2006,REG,32,11.09,2.34,0.97,1.44,2.41,0.44,0.31,0.38,0.53,1.56,1.09,1.81,0.603,0,0,0,0.16,0.25,0.625
Brandon Bass,Hornets,2005-2006,REG,29,9.26,2.34,0.62,1.72,2.34,0.1,0.1,0.24,0.38,0.62,0.97,2.41,0.4,0,0,0,0.41,0.66,0.632
Cory Higgins,Bobcats,2012-2013,REG,6,5.37,2.33,0.17,0.33,0.5,0.83,0.5,0,0,0.83,1,3.17,0.316,0.17,0.83,0.2,0.17,0.33,0.5
Bruce Bowen,Celtics,1998-1999,REG,30,16.56,2.33,0.5,1.23,1.73,0.93,0.7,0.3,0.43,1.7,0.87,3.1,0.28,0.23,0.87,0.269,0.37,0.8,0.458
Stanley Roberts,Rockets,1998-1999,REG,6,5.4,2.33,0.67,1.17,1.83,0,0,0.17,0.67,0.33,0.83,2.17,0.385,0,0,0,0.67,1.33,0.5
Aleksandar Radojevic,Raptors,1999-2000,REG,3,8.36,2.33,0.67,2,2.67,0.33,0.67,0.33,1.67,1.67,0.67,2.33,0.286,0,0,0,1,2,0.5
Devin Gray,Rockets,1999-2000,REG,21,5.91,2.33,0.52,0.67,1.19,0.24,0.24,0.14,0.19,1.05,0.71,1.76,0.405,0,0,0,0.9,1.38,0.655
Lawrence Funderburke,Kings,2000-2001,POFF,3,5.65,2.33,1.33,0.67,2,0,0.67,0.67,0.33,1.33,1,2.67,0.375,0,0,0,0.33,0.33,1
Maurice Evans,Timberwolves,2001-2002,REG,9,4.76,2.33,0.33,0.11,0.44,0.44,0,0,0.22,1,1,2.11,0.474,0,0.33,0,0.33,0.44,0.75
Jeff Foster,Pacers,2002-2003,POFF,6,6.2,2.33,0.67,0.67,1.33,0.33,0,0.5,0,0.5,1,1.83,0.545,0,0,0,0.33,0.33,1
Gary Trent,Timberwolves,2002-2003,POFF,6,7.21,2.33,0.67,0.5,1.17,0.17,0.17,0,0.67,1,0.83,2.33,0.357,0,0,0,0.67,1,0.667
Kaniel Dickens,Trail Blazers,2003-2004,REG,3,4.38,2.33,0.67,0,0.67,0,0,0,0.33,1,1,1,1,0,0,0,0.33,0.67,0.5
Gerald Wallace,Kings,2003-2004,POFF,3,6.63,2.33,0,0.67,0.67,0.33,0.33,0.33,1,1.33,1,2,0.5,0,0,0,0.33,0.67,0.5
Shammond Williams,"Magic, Hornets",2003-2004,POFF,3,6.14,2.33,0,0,0,1.33,0.33,0,1.33,1.67,0.67,1.67,0.4,0,0.33,0,1,1.33,0.75
Dorell Wright,Heat,2004-2005,REG,3,9.24,2.33,0,0.33,0.33,1,1.33,0,1,0.67,1,3.67,0.273,0,1.33,0,0.33,0.33,1
Rafael Araujo,Raptors,2005-2006,REG,52,11.55,2.33,0.83,1.94,2.77,0.29,0.46,0.12,0.81,2,1.02,2.79,0.366,0,0.02,0,0.29,0.54,0.536
DerMarr Johnson,Nuggets,2005-2006,POFF,3,11.26,2.33,0.67,2.67,3.33,0.67,0,0.33,0.33,0.33,1,4.33,0.231,0.33,3.33,0.1,0,0,0
Charles Hayes,Rockets,2007-2008,POFF,6,18.04,2.33,1.17,3.5,4.67,0.83,0.5,1,0.67,3,1.17,1.83,0.636,0,0.33,0,0,0,0
Kyrylo Fesenko,Jazz,2008-2009,REG,21,7.43,2.33,0.67,1.1,1.76,0.19,0.33,0.71,0.43,1.67,1,1.71,0.583,0,0,0,0.33,1,0.333
Shavlik Randolph,"Heat, Trail Blazers",2009-2010,REG,6,8.83,2.33,1.17,1.17,2.33,0.17,0.17,0.17,0.5,1.5,1,3,0.333,0,0,0,0.33,0.33,1
Jeff Ayres,Trail Blazers,2009-2010,POFF,3,5.52,2.33,0.67,0,0.67,0,0.67,1,0.33,0.33,0.67,1.33,0.5,0,0,0,1,1.33,0.75
Dominique Jones,Mavericks,2010-2011,REG,18,7.51,2.33,0.33,1.06,1.39,1.06,0.28,0.17,0.56,0.39,0.78,2.5,0.311,0,0.22,0,0.78,0.94,0.824
Jason Smith,Hornets,2010-2011,POFF,6,9.59,2.33,0.17,1,1.17,0.17,0.33,0,0,1.83,1.17,2.5,0.467,0,0,0,0,0,0
Tyler Hansbrough,Raptors,2013-2014,POFF,3,9.69,2.33,0.67,1.33,2,0.33,0,0,0.67,2.67,0.33,1,0.333,0,0,0,1.67,2,0.833
Mario Bennett,Bulls,1998-1999,REG,3,6.11,2.33,0.67,1,1.67,0,0.33,0,0.33,1.33,0.67,2,0.333,0,0,0,1,1.33,0.75
Jermaine Jackson,"Raptors, Hawks",2002-2003,REG,52,10.67,2.33,0.37,0.73,1.1,1.42,0.37,0.12,0.65,0.98,0.77,2.12,0.364,0.02,0.19,0.1,0.77,1.06,0.727
Jason Collins,Nets,2006-2007,POFF,12,27.44,2.33,1.33,2,3.33,0.17,0.58,0.25,1.33,3.75,1,1.75,0.571,0,0,0,0.33,0.92,0.364
